City,Latitude,Longitude,Date,Year,Month,Month_Name,Climate_Type,Elevation_m,Rainfall_mm,Temperature_C,Humidity_pct,SPI_1M,SPI_3M,SPI_6M,SPI_12M,SPI_1M_Class,SPI_3M_Class,SPI_6M_Class,SPI_12M_Class,Year_Month,Drought_Intensity,Wetness_Intensity,Date_String
Leipzig,51.3397,12.3731,2020-12-01,2020,12,December,Continental,113,163.39,7.5,54,0.9555237542755579,0.6592904238038619,0.20966152748846853,0.9755485404814447,Slightly Wet,Slightly Wet,Near Normal,Slightly Wet,2020-12,0.0,0.9555237542755579,2020-12-01
Leipzig,51.3397,12.3731,2021-01-01,2021,1,January,Continental,113,170.51,12.1,72,1.023479308759218,1.6260366837568099,0.2155956995171026,0.8595694009284293,Moderately Wet,Very Wet,Near Normal,Slightly Wet,2021-01,0.0,1.023479308759218,2021-01-01
Leipzig,51.3397,12.3731,2021-02-01,2021,2,February,Continental,113,187.59,20.8,96,1.1794422169834995,1.5845619978613144,1.1425157552279555,1.562888536951557,Moderately Wet,Very Wet,Moderately Wet,Very Wet,2021-02,0.0,1.1794422169834995,2021-02-01
Leipzig,51.3397,12.3731,2021-03-01,2021,3,March,Continental,113,17.02,24.8,92,-1.5928364720357764,0.6818167802579892,0.8925810558707443,0.9364102295905408,Severely Dry,Slightly Wet,Slightly Wet,Slightly Wet,2021-03,1.5928364720357764,0.0,2021-03-01
Leipzig,51.3397,12.3731,2021-04-01,2021,4,April,Continental,113,77.12,4.3,80,-0.08984475344248433,-0.023291238028976965,1.2090534332826959,0.7446875113740902,Near Normal,Near Normal,Moderately Wet,Slightly Wet,2021-04,0.08984475344248433,0.0,2021-04-01
Leipzig,51.3397,12.3731,2021-05-01,2021,5,May,Continental,113,14.21,11.2,31,-1.7365690551456627,-1.9629663363786127,0.2610657658240029,-0.028472015678419296,Severely Dry,Severely Dry,Near Normal,Near Normal,2021-05,1.7365690551456627,0.0,2021-05-01
Leipzig,51.3397,12.3731,2021-06-01,2021,6,June,Continental,113,42.16,5.8,93,-0.7663934655388446,-1.5850993263421205,-0.48112945034994303,-0.26037192244054774,Slightly Dry,Severely Dry,Near Normal,Near Normal,2021-06,0.7663934655388446,0.0,2021-06-01
Leipzig,51.3397,12.3731,2021-07-01,2021,7,July,Continental,113,45.87,2.9,98,-0.6789684673468049,-2.0642485980263525,-1.3823292527281685,-0.8550501960856624,Slightly Dry,Extremely Dry,Moderately Dry,Slightly Dry,2021-07,0.6789684673468049,0.0,2021-07-01
Leipzig,51.3397,12.3731,2021-08-01,2021,8,August,Continental,113,93.82,26.3,38,0.15825410719684915,-0.9817307633087237,-2.205625538093902,-0.4585657809125947,Near Normal,Slightly Dry,Extremely Dry,Near Normal,2021-08,0.0,0.15825410719684915,2021-08-01
Leipzig,51.3397,12.3731,2021-09-01,2021,9,September,Continental,113,53.71,31.4,31,-0.5096187177849282,-0.8547353235124047,-1.8639785360231098,-0.5222345668518811,Slightly Dry,Slightly Dry,Severely Dry,Slightly Dry,2021-09,0.5096187177849282,0.0,2021-09-01
Leipzig,51.3397,12.3731,2021-10-01,2021,10,October,Continental,113,20.2,9.8,63,-1.4507618704952934,-1.1448581133626523,-2.4072541698666936,-0.4897379150917288,Moderately Dry,Moderately Dry,Extremely Dry,Near Normal,2021-10,1.4507618704952934,0.0,2021-10-01
Leipzig,51.3397,12.3731,2021-11-01,2021,11,November,Continental,113,33.5,25.1,89,-0.9945918109435669,-1.9782733630843132,-2.2147695675422883,-1.30276122112179,Slightly Dry,Severely Dry,Extremely Dry,Moderately Dry,2021-11,0.9945918109435669,0.0,2021-11-01
Leipzig,51.3397,12.3731,2021-12-01,2021,12,December,Continental,113,29.46,30.9,90,-1.116119171902641,-2.4121351121977734,-2.3404282953451623,-2.054250430924041,Moderately Dry,Extremely Dry,Extremely Dry,Extremely Dry,2021-12,1.116119171902641,0.0,2021-12-01
Leipzig,51.3397,12.3731,2022-01-01,2022,1,January,Continental,113,194.62,28.8,60,1.2410190016558957,-0.23055031016025004,-1.0637258861003944,-1.9127956980656076,Moderately Wet,Near Normal,Moderately Dry,Severely Dry,2022-01,0.0,1.2410190016558957,2022-01-01
Leipzig,51.3397,12.3731,2022-02-01,2022,2,February,Continental,113,151.86,2.3,39,0.8413322793737837,0.6874627254622772,-0.6504580316266881,-2.12349835242371,Slightly Wet,Slightly Wet,Slightly Dry,Extremely Dry,2022-02,0.0,0.8413322793737837,2022-02-01
Leipzig,51.3397,12.3731,2022-03-01,2022,3,March,Continental,113,193.55,33.3,65,1.231738331273999,1.6866837001499988,0.22296110571879027,-1.1397589368639354,Moderately Wet,Very Wet,Near Normal,Moderately Dry,2022-03,0.0,1.231738331273999,2022-03-01
Leipzig,51.3397,12.3731,2022-04-01,2022,4,April,Continental,113,87.95,10.1,78,0.07473741770216633,1.064367217104764,0.599295943703826,-1.0836302131396998,Near Normal,Moderately Wet,Slightly Wet,Moderately Dry,2022-04,0.0,0.07473741770216633,2022-04-01
Leipzig,51.3397,12.3731,2022-05-01,2022,5,May,Continental,113,55.67,8.6,99,-0.4700495165942929,0.4111261907766305,0.7171267155967763,-0.8726391967938021,Near Normal,Near Normal,Slightly Wet,Slightly Dry,2022-05,0.4700495165942929,0.0,2022-05-01
Leipzig,51.3397,12.3731,2022-06-01,2022,6,June,Continental,113,159.66,-2.5,78,0.9191651198754829,0.15180761501740297,1.3647741021213882,-0.30503453024438426,Slightly Wet,Near Normal,Moderately Wet,Near Normal,2022-06,0.0,0.9191651198754829,2022-06-01
Leipzig,51.3397,12.3731,2022-07-01,2022,7,July,Continental,113,65.25,14.4,32,-0.28955857074290803,-0.032883736297820515,0.7214909639130838,-0.2153190894512109,Near Normal,Near Normal,Slightly Wet,Near Normal,2022-07,0.28955857074290803,0.0,2022-07-01
Leipzig,51.3397,12.3731,2022-08-01,2022,8,August,Continental,113,59.88,-0.6,34,-0.38825418302925174,0.0021058898188150025,0.21588359975679086,-0.3731240824768641,Near Normal,Near Normal,Near Normal,Near Normal,2022-08,0.38825418302925174,0.0,2022-08-01
Leipzig,51.3397,12.3731,2022-09-01,2022,9,September,Continental,113,46.5,4.9,90,-0.664630653389748,-1.0988716972338044,-0.7083710565608682,-0.40706454463031994,Slightly Dry,Moderately Dry,Slightly Dry,Near Normal,2022-09,0.664630653389748,0.0,2022-09-01
Leipzig,51.3397,12.3731,2022-10-01,2022,10,October,Continental,113,25.94,7.7,55,-1.232517244978136,-1.6014952130214302,-1.157039006128923,-0.3800318908365754,Moderately Dry,Severely Dry,Moderately Dry,Near Normal,2022-10,1.232517244978136,0.0,2022-10-01
Leipzig,51.3397,12.3731,2022-11-01,2022,11,November,Continental,113,51.29,27.4,34,-0.559905930010763,-1.7251641233510944,-1.1904332696835729,-0.29684423744850175,Slightly Dry,Severely Dry,Moderately Dry,Near Normal,2022-11,0.559905930010763,0.0,2022-11-01
Leipzig,51.3397,12.3731,2022-12-01,2022,12,December,Continental,113,71.06,30.0,44,-0.18893229005522588,-1.3860243466557054,-1.9267243089591142,-0.10571241367771364,Near Normal,Moderately Dry,Severely Dry,Near Normal,2022-12,0.18893229005522588,0.0,2022-12-01
Leipzig,51.3397,12.3731,2023-01-01,2023,1,January,Continental,113,134.8,7.1,45,0.661615732556203,-0.23435711843958856,-1.3386174200603809,-0.382053709756958,Slightly Wet,Near Normal,Moderately Dry,Near Normal,2023-01,0.0,0.661615732556203,2023-01-01
Leipzig,51.3397,12.3731,2023-02-01,2023,2,February,Continental,113,12.51,29.3,30,-1.8346541643213388,-0.5971172077794539,-1.7302411331739393,-1.0673854170615638,Severely Dry,Slightly Dry,Severely Dry,Moderately Dry,2023-02,1.8346541643213388,0.0,2023-02-01
Leipzig,51.3397,12.3731,2023-03-01,2023,3,March,Continental,113,42.1,29.3,45,-0.7678519525679489,-0.897996286569731,-1.7684939580486505,-1.8934877264406786,Slightly Dry,Slightly Dry,Severely Dry,Severely Dry,2023-03,0.7678519525679489,0.0,2023-03-01
Leipzig,51.3397,12.3731,2023-04-01,2023,4,April,Continental,113,161.8,25.6,66,0.9400907566557123,-0.6165825298064004,-0.7176991531776609,-1.478602241696017,Slightly Wet,Slightly Dry,Slightly Dry,Moderately Dry,2023-04,0.0,0.9400907566557123,2023-04-01
Leipzig,51.3397,12.3731,2023-05-01,2023,5,May,Continental,113,29.38,0.9,32,-1.1186466401149402,-0.45281961836720386,-0.8716890277197865,-1.6234809038261477,Moderately Dry,Near Normal,Slightly Dry,Severely Dry,2023-05,1.1186466401149402,0.0,2023-05-01
Leipzig,51.3397,12.3731,2023-06-01,2023,6,June,Continental,113,68.53,22.6,81,-0.2320238977835405,-0.21175639092790072,-0.8897963857631077,-2.1505688505649507,Near Normal,Near Normal,Slightly Dry,Extremely Dry,2023-06,0.2320238977835405,0.0,2023-06-01
Leipzig,51.3397,12.3731,2023-07-01,2023,7,July,Continental,113,172.93,32.8,76,1.046163380820926,-0.11520698840031703,-0.6239291599974507,-1.5319299248328149,Moderately Wet,Near Normal,Slightly Dry,Severely Dry,2023-07,0.0,1.046163380820926,2023-07-01
Leipzig,51.3397,12.3731,2023-08-01,2023,8,August,Continental,113,30.99,22.3,42,-1.0687299541670185,-0.10146335250126842,-0.5001434968759169,-1.6925318419070785,Moderately Dry,Near Normal,Slightly Dry,Severely Dry,2023-08,1.0687299541670185,0.0,2023-08-01
Leipzig,51.3397,12.3731,2023-09-01,2023,9,September,Continental,113,16.55,8.3,84,-1.615529248827409,-0.5763939353429786,-0.6721285346619903,-1.8630423106769878,Severely Dry,Slightly Dry,Slightly Dry,Severely Dry,2023-09,1.615529248827409,0.0,2023-09-01
Leipzig,51.3397,12.3731,2023-10-01,2023,10,October,Continental,113,96.91,15.0,50,0.20081094624040077,-1.4362690719782094,-1.1389197214351188,-1.4655779882011852,Near Normal,Moderately Dry,Moderately Dry,Moderately Dry,2023-10,0.0,0.20081094624040077,2023-10-01
Leipzig,51.3397,12.3731,2023-11-01,2023,11,November,Continental,113,60.48,20.8,95,-0.37692798560345653,-1.0719773393460716,-0.9094135016354764,-1.4157190952414145,Near Normal,Moderately Dry,Slightly Dry,Moderately Dry,2023-11,0.37692798560345653,0.0,2023-11-01
Leipzig,51.3397,12.3731,2023-12-01,2023,12,December,Continental,113,112.68,15.4,83,0.40494916567167605,-0.12179947414836623,-0.6016615083687112,-1.1941748443048066,Near Normal,Near Normal,Slightly Dry,Moderately Dry,2023-12,0.0,0.40494916567167605,2023-12-01
Munich,48.1351,11.582,2015-01-01,2015,1,January,Continental,519,24.87,18.8,51,-1.0547175001137412,,,,Moderately Dry,No Data,No Data,No Data,2015-01,1.0547175001137412,0.0,2015-01-01
Munich,48.1351,11.582,2015-02-01,2015,2,February,Continental,519,82.73,12.4,61,0.07127824436997438,,,,Near Normal,No Data,No Data,No Data,2015-02,0.0,0.07127824436997438,2015-02-01
Munich,48.1351,11.582,2015-03-01,2015,3,March,Continental,519,98.57,1.6,30,0.27205820515393986,-0.719782968019411,,,Near Normal,Slightly Dry,No Data,No Data,2015-03,0.0,0.27205820515393986,2015-03-01
Munich,48.1351,11.582,2015-04-01,2015,4,April,Continental,519,80.86,-0.3,83,0.045903670623959246,-0.18313665522296788,,,Near Normal,Near Normal,No Data,No Data,2015-04,0.0,0.045903670623959246,2015-04-01
Munich,48.1351,11.582,2015-05-01,2015,5,May,Continental,519,106.19,16.9,87,0.3609651642196497,0.01859084332150583,,,Near Normal,Near Normal,No Data,No Data,2015-05,0.0,0.3609651642196497,2015-05-01
Munich,48.1351,11.582,2015-06-01,2015,6,June,Continental,519,119.03,31.1,99,0.5016440975058973,0.1856410523421112,-0.455979267817933,,Slightly Wet,Near Normal,Near Normal,No Data,2015-06,0.0,0.5016440975058973,2015-06-01
Munich,48.1351,11.582,2015-07-01,2015,7,July,Continental,519,1.98,8.8,47,-2.6088599300391855,-0.5077540036392382,-0.6138293484669907,,Extremely Dry,Slightly Dry,Slightly Dry,No Data,2015-07,2.6088599300391855,0.0,2015-07-01
Munich,48.1351,11.582,2015-08-01,2015,8,August,Continental,519,92.82,24.3,35,0.20187574676744113,-0.6409062025295751,-0.5436456953251947,,Near Normal,Slightly Dry,Slightly Dry,No Data,2015-08,0.0,0.20187574676744113,2015-08-01
Munich,48.1351,11.582,2015-09-01,2015,9,September,Continental,519,192.7,21.3,74,1.1612343933884453,0.0342678746801708,0.06918693411007652,,Moderately Wet,Near Normal,Near Normal,No Data,2015-09,0.0,1.1612343933884453,2015-09-01
Munich,48.1351,11.582,2015-10-01,2015,10,October,Continental,519,103.81,32.3,52,0.33366663144568487,0.7978596070423855,0.20857691604700082,,Near Normal,Slightly Wet,Near Normal,No Data,2015-10,0.0,0.33366663144568487,2015-10-01
Munich,48.1351,11.582,2015-11-01,2015,11,November,Continental,519,135.51,27.8,52,0.6682678463084366,1.078785659088176,0.38172493604023755,,Slightly Wet,Moderately Wet,Near Normal,No Data,2015-11,0.0,0.6682678463084366,2015-11-01
Munich,48.1351,11.582,2015-12-01,2015,12,December,Continental,519,62.37,17.7,55,-0.22982316834962857,0.1504407303897493,0.04211615914130954,-0.3820244151909702,Near Normal,Near Normal,Near Normal,Near Normal,2015-12,0.22982316834962857,0.0,2015-12-01
Munich,48.1351,11.582,2016-01-01,2016,1,January,Continental,519,154.8,21.3,36,0.8473239256436873,0.5401704242080116,0.9155473370015484,0.32510607849115014,Slightly Wet,Slightly Wet,Slightly Wet,Near Normal,2016-01,0.0,0.8473239256436873,2016-01-01
Munich,48.1351,11.582,2016-02-01,2016,2,February,Continental,519,154.58,30.9,73,0.8453654912568381,0.6763327351542265,1.2348227533312284,0.6949863622064176,Slightly Wet,Slightly Wet,Moderately Wet,Slightly Wet,2016-02,0.0,0.8453654912568381,2016-02-01
Munich,48.1351,11.582,2016-03-01,2016,3,March,Continental,519,104.26,11.0,56,0.3388598202776455,0.9601506520057376,0.7722372589601678,0.7236953149553349,Near Normal,Slightly Wet,Slightly Wet,Slightly Wet,2016-03,0.0,0.3388598202776455,2016-03-01
Munich,48.1351,11.582,2016-04-01,2016,4,April,Continental,519,195.2,8.1,55,1.1805061423615082,1.2166946270399368,1.2496666774077416,1.2839355407201598,Moderately Wet,Moderately Wet,Moderately Wet,Moderately Wet,2016-04,0.0,1.1805061423615082,2016-04-01
Munich,48.1351,11.582,2016-05-01,2016,5,May,Continental,519,25.11,-4.6,65,-1.0471078581580524,0.3303219042933111,0.6679710651338227,0.889880878248964,Moderately Dry,Near Normal,Slightly Wet,Slightly Wet,2016-05,1.0471078581580524,0.0,2016-05-01
Munich,48.1351,11.582,2016-06-01,2016,6,June,Continental,519,3.39,28.1,84,-2.3350567733034655,-0.5420810185305235,0.3320162736384396,0.2996807032407472,Extremely Dry,Slightly Dry,Near Normal,Near Normal,2016-06,2.3350567733034655,0.0,2016-06-01
Munich,48.1351,11.582,2016-07-01,2016,7,July,Continental,519,154.03,27.0,93,0.8404615530902493,-0.9767401416120383,0.3274968879914717,1.068720311646377,Slightly Wet,Slightly Dry,Near Normal,Moderately Wet,2016-07,0.0,0.8404615530902493,2016-07-01
Munich,48.1351,11.582,2016-08-01,2016,8,August,Continental,519,161.43,-0.8,86,0.9055245492180728,0.28616209636353146,0.3675753062426981,1.3974543470315264,Slightly Wet,Near Normal,Near Normal,Moderately Wet,2016-08,0.0,0.9055245492180728,2016-08-01
Munich,48.1351,11.582,2016-09-01,2016,9,September,Continental,519,24.04,18.1,98,-1.0814668520114021,0.44320853710963687,-0.12097632130257661,0.5694430162096947,Moderately Dry,Near Normal,Near Normal,Slightly Wet,2016-09,1.0814668520114021,0.0,2016-09-01
Munich,48.1351,11.582,2016-10-01,2016,10,October,Continental,519,53.12,13.6,90,-0.3896885563432748,-0.3984814895063454,-1.1164372614600528,0.3065689351015587,Near Normal,Near Normal,Moderately Dry,Near Normal,2016-10,0.3896885563432748,0.0,2016-10-01
Munich,48.1351,11.582,2016-11-01,2016,11,November,Continental,519,3.51,-0.3,31,-2.316554975064171,-2.4826594670426676,-1.2870932644424715,-0.41372786146800883,Extremely Dry,Extremely Dry,Moderately Dry,Near Normal,2016-11,2.316554975064171,0.0,2016-11-01
Munich,48.1351,11.582,2016-12-01,2016,12,December,Continental,519,58.66,34.2,84,-0.2918019472171657,-1.8663070472926842,-0.8620138839265542,-0.434791289404845,Near Normal,Severely Dry,Slightly Dry,Near Normal,2016-12,0.2918019472171657,0.0,2016-12-01
Munich,48.1351,11.582,2017-01-01,2017,1,January,Continental,519,154.63,3.6,67,0.8458107472281261,-0.6108455467570283,-0.8575987035801352,-0.4357576095456713,Slightly Wet,Slightly Dry,Slightly Dry,Near Normal,2017-01,0.0,0.8458107472281261,2017-01-01
Munich,48.1351,11.582,2017-02-01,2017,2,February,Continental,519,103.59,-2.3,58,0.3311222800671605,0.27083162387111714,-1.3029710987775207,-0.7302813618316542,Near Normal,Near Normal,Moderately Dry,Slightly Dry,2017-02,0.0,0.3311222800671605,2017-02-01
Munich,48.1351,11.582,2017-03-01,2017,3,March,Continental,519,69.62,18.8,55,-0.11574872765826025,0.3553357978897037,-0.9486163062896638,-0.935952829157502,Near Normal,Near Normal,Slightly Dry,Slightly Dry,2017-03,0.11574872765826025,0.0,2017-03-01
Munich,48.1351,11.582,2017-04-01,2017,4,April,Continental,519,74.35,24.6,64,-0.04568833915840809,-0.3148982146014024,-0.7920595584937544,-1.693468897652243,Near Normal,Near Normal,Slightly Dry,Severely Dry,2017-04,0.04568833915840809,0.0,2017-04-01
Munich,48.1351,11.582,2017-05-01,2017,5,May,Continental,519,0.27,-3.7,96,-3.4722654113083364,-1.4474328052276946,-0.8156322082742099,-1.857782689006767,Extremely Dry,Moderately Dry,Slightly Dry,Severely Dry,2017-05,3.4722654113083364,0.0,2017-05-01
Munich,48.1351,11.582,2017-06-01,2017,6,June,Continental,519,59.96,21.3,58,-0.26978047386770054,-1.5799172457738,-0.8061605359702936,-1.4880936045337068,Near Normal,Severely Dry,Slightly Dry,Moderately Dry,2017-06,0.26978047386770054,0.0,2017-06-01
Munich,48.1351,11.582,2017-07-01,2017,7,July,Continental,519,129.29,16.3,63,0.6070240139485051,-0.8984747786208163,-0.9941663645099145,-1.6477996401053034,Slightly Wet,Slightly Dry,Slightly Dry,Severely Dry,2017-07,0.0,0.6070240139485051,2017-07-01
Munich,48.1351,11.582,2017-08-01,2017,8,August,Continental,519,194.84,-0.9,70,1.1777406307488625,0.7620184494447695,-0.3479202075696431,-1.4328203133254562,Moderately Wet,Slightly Wet,Near Normal,Moderately Dry,2017-08,0.0,1.1777406307488625,2017-08-01
Munich,48.1351,11.582,2017-09-01,2017,9,September,Continental,519,169.41,1.9,70,0.9735810750474901,1.4536702609042713,0.27766104440795736,-0.5542418482972419,Slightly Wet,Moderately Wet,Near Normal,Slightly Dry,2017-09,0.0,0.9735810750474901,2017-09-01
Munich,48.1351,11.582,2017-10-01,2017,10,October,Continental,519,4.72,17.7,52,-2.1546866412265335,0.6567730556779082,-0.15106882395020052,-0.8372810238744846,Extremely Dry,Slightly Wet,Near Normal,Slightly Dry,2017-10,2.1546866412265335,0.0,2017-10-01
Munich,48.1351,11.582,2017-11-01,2017,11,November,Continental,519,179.71,6.9,32,1.0584675383263846,0.5485892363459478,0.8938530890953036,0.15404396171428678,Moderately Wet,Slightly Wet,Slightly Wet,Near Normal,2017-11,0.0,1.0584675383263846,2017-11-01
Munich,48.1351,11.582,2017-12-01,2017,12,December,Continental,519,156.64,32.5,87,0.8636339591956753,0.4548873763723148,1.3882931658748383,0.6636603748860298,Slightly Wet,Near Normal,Moderately Wet,Slightly Wet,2017-12,0.0,0.8636339591956753,2017-12-01
Munich,48.1351,11.582,2018-01-01,2018,1,January,Continental,519,156.08,27.7,61,0.8586831247233458,1.447180297651169,1.5186519087104036,0.671007302217323,Slightly Wet,Moderately Wet,Very Wet,Slightly Wet,2018-01,0.0,0.8586831247233458,2018-01-01
Munich,48.1351,11.582,2018-02-01,2018,2,February,Continental,519,91.6,34.3,60,0.1866114551150144,0.8986841379211008,1.0006624676081213,0.610091809396831,Near Normal,Slightly Wet,Moderately Wet,Slightly Wet,2018-02,0.0,0.1866114551150144,2018-02-01
Munich,48.1351,11.582,2018-03-01,2018,3,March,Continental,519,79.6,5.4,72,0.02858016271435094,0.3510638343854983,0.51109671569478,0.6608214866674502,Near Normal,Near Normal,Slightly Wet,Slightly Wet,2018-03,0.0,0.02858016271435094,2018-03-01
Munich,48.1351,11.582,2018-04-01,2018,4,April,Continental,519,60.58,33.8,36,-0.25939540353274154,-0.4633757220347093,0.8203190644667506,0.5907585030210115,Near Normal,Near Normal,Slightly Wet,Slightly Wet,2018-04,0.25939540353274154,0.0,2018-04-01
Munich,48.1351,11.582,2018-05-01,2018,5,May,Continental,519,13.14,12.2,30,-1.5231292040827493,-1.3285225513380547,-0.15651763461960802,0.656257287910182,Severely Dry,Moderately Dry,Near Normal,Slightly Wet,2018-05,1.5231292040827493,0.0,2018-05-01
Munich,48.1351,11.582,2018-06-01,2018,6,June,Continental,519,45.65,8.9,90,-0.5338464838527539,-1.803012907946238,-0.9223098355543217,0.5834029530016293,Slightly Dry,Severely Dry,Slightly Dry,Slightly Wet,2018-06,0.5338464838527539,0.0,2018-06-01
Munich,48.1351,11.582,2018-07-01,2018,7,July,Continental,519,49.32,-3.0,43,-0.4610812483664013,-1.9817364058270113,-1.7940031841573378,0.16599799965119652,Near Normal,Severely Dry,Severely Dry,Near Normal,2018-07,0.4610812483664013,0.0,2018-07-01
Munich,48.1351,11.582,2018-08-01,2018,8,August,Continental,519,96.82,-2.9,81,0.25099590651348347,-0.8734894795619748,-1.7472655758329452,-0.37168762029010716,Near Normal,Slightly Dry,Severely Dry,Near Normal,2018-08,0.0,0.25099590651348347,2018-08-01
Munich,48.1351,11.582,2018-09-01,2018,9,September,Continental,519,149.49,22.7,35,0.7995446122399554,0.1012842235667249,-1.1641663913491476,-0.4848315210485019,Slightly Wet,Near Normal,Moderately Dry,Near Normal,2018-09,0.0,0.7995446122399554,2018-09-01
Munich,48.1351,11.582,2018-10-01,2018,10,October,Continental,519,94.76,13.3,39,0.2258729083688733,0.4548873763723148,-0.9034894225289769,0.016032507846137755,Near Normal,Near Normal,Slightly Dry,Near Normal,2018-10,0.0,0.2258729083688733,2018-10-01
Munich,48.1351,11.582,2018-11-01,2018,11,November,Continental,519,11.57,4.1,59,-1.6087761148349982,-0.23972792283679578,-0.9151599413599084,-0.9424415087779926,Severely Dry,Near Normal,Slightly Dry,Slightly Dry,2018-11,1.6087761148349982,0.0,2018-11-01
Munich,48.1351,11.582,2018-12-01,2018,12,December,Continental,519,191.56,19.6,50,1.1523941525050616,0.11969445257025584,0.06881784827420746,-0.7349788039862639,Moderately Wet,Near Normal,Near Normal,Slightly Dry,2018-12,0.0,1.1523941525050616,2018-12-01
Munich,48.1351,11.582,2019-01-01,2019,1,January,Continental,519,188.54,5.1,89,1.1288136749555648,0.8137633713011564,0.8661428864220342,-0.5462991022804015,Moderately Wet,Slightly Wet,Slightly Wet,Slightly Dry,2019-01,0.0,1.1288136749555648,2019-01-01
Munich,48.1351,11.582,2019-02-01,2019,2,February,Continental,519,157.04,18.1,92,0.8671633155556743,1.7015575523600095,1.1801236944534756,-0.17726827714736373,Slightly Wet,Very Wet,Moderately Wet,Near Normal,2019-02,0.0,0.8671633155556743,2019-02-01
Munich,48.1351,11.582,2019-03-01,2019,3,March,Continental,519,198.27,9.4,71,1.2039604470698322,1.738556632556707,1.423248875535737,0.45730489487744347,Moderately Wet,Very Wet,Moderately Wet,Near Normal,2019-03,0.0,1.2039604470698322,2019-03-01
Munich,48.1351,11.582,2019-04-01,2019,4,April,Continental,519,108.9,27.9,80,0.391557988803191,1.278934823028726,1.492008812689197,0.7042791505148085,Near Normal,Moderately Wet,Moderately Wet,Slightly Wet,2019-04,0.0,0.391557988803191,2019-04-01
Munich,48.1351,11.582,2019-05-01,2019,5,May,Continental,519,192.55,27.8,93,1.1600730910198616,1.4896340552682517,2.313866843627694,1.5718040676670957,Moderately Wet,Moderately Wet,Extremely Wet,Very Wet,2019-05,0.0,1.1600730910198616,2019-05-01
Munich,48.1351,11.582,2019-06-01,2019,6,June,Continental,519,15.12,14.1,85,-1.425881758926738,0.26841345849065146,1.513929871711312,1.429238759056892,Moderately Dry,Near Normal,Very Wet,Moderately Wet,2019-06,1.425881758926738,0.0,2019-06-01
Munich,48.1351,11.582,2019-07-01,2019,7,July,Continental,519,73.14,9.0,70,-0.06331197032999147,-0.021836231648081343,0.9315021482170878,1.5406362338313162,Near Normal,Near Normal,Slightly Wet,Very Wet,2019-07,0.06331197032999147,0.0,2019-07-01
Munich,48.1351,11.582,2019-08-01,2019,8,August,Continental,519,45.08,9.5,61,-0.5455191472945062,-1.597408910186936,0.30684946719146666,1.2971341138302508,Slightly Dry,Severely Dry,Near Normal,Moderately Wet,2019-08,0.5455191472945062,0.0,2019-08-01
Munich,48.1351,11.582,2019-09-01,2019,9,September,Continental,519,39.17,27.2,44,-0.673295043009193,-1.2768331536350122,-0.7228654707564616,0.7578465869594214,Slightly Dry,Moderately Dry,Slightly Dry,Slightly Wet,2019-09,0.673295043009193,0.0,2019-09-01
Munich,48.1351,11.582,2019-10-01,2019,10,October,Continental,519,28.16,8.1,91,-0.9548392280836239,-1.911965021644585,-1.3380618391474424,0.41768199783478244,Slightly Dry,Severely Dry,Moderately Dry,Near Normal,2019-10,0.9548392280836239,0.0,2019-10-01
Munich,48.1351,11.582,2019-11-01,2019,11,November,Continental,519,124.48,3.4,56,0.5583307928089563,-0.8732702575250114,-1.9287476881472374,0.9877221736472477,Slightly Wet,Slightly Dry,Severely Dry,Slightly Wet,2019-11,0.0,0.5583307928089563,2019-11-01
Munich,48.1351,11.582,2019-12-01,2019,12,December,Continental,519,156.26,-1.6,57,0.8602757066186374,0.20807563428910184,-0.7780710169012083,0.812976349090858,Slightly Wet,Near Normal,Slightly Dry,Slightly Wet,2019-12,0.0,0.8602757066186374,2019-12-01
Munich,48.1351,11.582,2020-01-01,2020,1,January,Continental,519,115.66,13.7,93,0.4657328894865774,0.8457225667341547,-0.4793927433760689,0.4422318173327001,Near Normal,Slightly Wet,Near Normal,Near Normal,2020-01,0.0,0.4657328894865774,2020-01-01
Munich,48.1351,11.582,2020-02-01,2020,2,February,Continental,519,29.39,14.3,88,-0.9197320285136967,0.14737776598869717,-0.5875620861901711,-0.24324152925268594,Slightly Dry,Near Normal,Slightly Dry,Near Normal,2020-02,0.9197320285136967,0.0,2020-02-01
Munich,48.1351,11.582,2020-03-01,2020,3,March,Continental,519,162.22,28.6,87,0.9123566003930941,0.19512483566354438,0.20641730669774078,-0.4461661600281494,Slightly Wet,Near Normal,Near Normal,Near Normal,2020-03,0.0,0.9123566003930941,2020-03-01
Munich,48.1351,11.582,2020-04-01,2020,4,April,Continental,519,127.19,3.8,31,0.5859133678637458,0.2857737766851706,0.7715304561047192,-0.3426592865779537,Slightly Wet,Near Normal,Slightly Wet,Near Normal,2020-04,0.0,0.5859133678637458,2020-04-01
Munich,48.1351,11.582,2020-05-01,2020,5,May,Continental,519,77.63,10.2,65,0.001116073890005751,0.6431369889328765,0.51109671569478,-1.013342351114352,Near Normal,Slightly Wet,Slightly Wet,Moderately Dry,2020-05,0.0,0.001116073890005751,2020-05-01
Munich,48.1351,11.582,2020-06-01,2020,6,June,Continental,519,134.83,27.3,42,0.6616627350195359,0.44432588771491716,0.38794424897935154,-0.3157411418598976,Slightly Wet,Near Normal,Near Normal,Near Normal,2020-06,0.0,0.6616627350195359,2020-06-01
